Activity Id,Students Sets,Subject,Teachers,Room,SKS
342,IE-02-01,23625 - IEA3041 - PRAKTIKUM ORGANISASI DAN KELAYAKAN PERUSAHAAN,SIL,LAB,1
343,IE-02-02,23625 - IEA3041 - PRAKTIKUM ORGANISASI DAN KELAYAKAN PERUSAHAAN,SIL,LAB,1
344,IE-02-02,23642 - IEA40J3 - MANAJEMEN LEAN DAN LOGISTIK,SIL,KELAS,3
345,IS-01-01,23833 - ISA40A3 - MANAJEMEN LOGISTIK,SIL,KELAS,3
346,CE-04-01,23149 - HUA1023 - PANCASILA DAN KEWARGANEGARAAN,SMH,KELAS,3
347,EE-01-01,23386 - HUA1023 - PANCASILA DAN KEWARGANEGARAAN,SMH,KELAS,3
348,IS-04-01,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,KELAS,3
349,IS-04-02,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,KELAS,3
350,IS-04-03,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,KELAS,3
351,IS-04-04,23796 - MAA1013 - MATRIKS DAN VEKTOR,SRI,KELAS,3
352,CE-03-01,23271 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,LAB,1
353,CE-03-02,23271 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,LAB,1
354,EE-02-01,23400 - EEA30D3 - PERANCANGAN SISTEM BERBASIS FPGA,SSJ,KELAS,3
355,EE-03-01,23332 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,LAB,1
356,TE-03-01,23207 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,LAB,1
357,TE-03-02,23206 - FEA2214 - ELEKTRONIKA,SSJ,KELAS,2
358,TE-03-02,23206 - FEA2214 - ELEKTRONIKA,SSJ,KELAS,2
359,TE-03-02,23207 - FEA2211 - PRAKTIKUM ELEKTRONIKA,SSJ,LAB,1
360,DB-01-01,23987 - DBB1232 - EKONOMI DIGITAL,SWP,KELAS,2
361,DB-01-02,23987 - DBB1232 - EKONOMI DIGITAL,SWP,KELAS,2
362,IS-04-01,23799 - ISA1223 - KEPEMIMPINAN DAN KOMUNIKASI INTERPERSONAL,SWP,KELAS,3
363,IT-02-01,23773 - ITA3263 - MANAJEMEN RISIKO,SWP,KELAS,3
364,IT-02-02,23773 - ITA3263 - MANAJEMEN RISIKO,SWP,KELAS,3
365,IT-02-01,23852 - ITA30B3 - MANAJEMEN LOGISTIK,T05,KELAS,3
366,IT-02-02,23852 - ITA30B3 - MANAJEMEN LOGISTIK,T05,KELAS,3
367,IT-01-01,23774 - FIA4012 - KERJA PRAKTIK,T06,KELAS,2
368,IT-01-01,23780 - ITA4212 - ETIKA KEPROFESIAN,T06,KELAS,2
369,IT-01-01,23782 - FIA4034 - TUGAS AKHIR,T07,KELAS,4
370,IS-01-01,23832 - FIA4034 - TUGAS AKHIR,T10,KELAS,4
371,EE-02-01,23215 - TPA3022 - KEWIRAUSAHAAN,TRI,KELAS,2
372,TE-01-01,23327 - FEA4012 - ETIKA PROFESI,TRI,KELAS,2
373,TE-04-01,23191 - TEA1022 - PENGENALAN TEKNIK TELEKOMUNIKASI,TRI,KELAS,2
374,TE-04-02,23191 - TEA1022 - PENGENALAN TEKNIK TELEKOMUNIKASI,TRI,KELAS,2
375,SE-02-01,23705 - SEA3273 - DASAR PEMODELAN PERANGKAT LUNAK,TTK,KELAS,3
376,SE-02-01,23707 - SEA3252 - KAPITA SELEKTA,TTK,KELAS,2
377,SE-02-01,23706 - SEA3243 - PENJAMINAN KUALITAS PERANGKAT LUNAK,TTK,KELAS,3
378,SE-03-01,23695 - SEA2223 - ANALISIS KEBUTUHAN PERANGKAT LUNAK,TTK,KELAS,3
379,SE-04-01,23685 - SEA1222 - ETIKA PROFESIONALISME DAN KOMUNIKASI,TTK,KELAS,2
380,CE-01-01,23371 - CEA40E3 - JARINGAN NIRKABEL,UBM,KELAS,3
381,CE-02-01,23363 - CEA3211 - PRAKTIKUM KEAMANAN JARINGAN DAN KOMPUTER,UBM,LAB,1
382,CE-02-01,23344 - CEA3213 - KEAMANAN JARINGAN DAN KOMPUTER,UBM,KELAS,3
383,CE-03-01,23243 - CEA2213 - PEMROGRAMAN BERORIENTASI OBJEK,UBM,KELAS,3
384,CE-03-02,23243 - CEA2213 - PEMROGRAMAN BERORIENTASI OBJEK,UBM,KELAS,3
385,TE-01-01,23361 - TEA40P3 - MANAJEMEN BISNIS TELEKOMUNIKASI,UCN,KELAS,3
386,IS-03-01,23810 - ISA2223 - PERANCANGAN INTERAKSI,ULF,KELAS,3
387,IS-03-02,23810 - ISA2223 - PERANCANGAN INTERAKSI,ULF,KELAS,3
388,IS-03-03,23810 - ISA2223 - PERANCANGAN INTERAKSI,ULF,KELAS,3
389,IE-02-02,23620 - IEA3052 - PENGANTAR MANAJEMEN PELABUHAN,WAP,KELAS,2
390,IE-03-01,23575 - IEA2033 - STATISTIKA INDUSTRI,WAP,KELAS,3
391,IE-03-02,23575 - IEA2033 - STATISTIKA INDUSTRI,WAP,KELAS,3
392,IE-03-03,23575 - IEA2033 - STATISTIKA INDUSTRI,WAP,KELAS,3
393,TE-02-01,23251 - TEA3223 - ELEKTRONIKA TELEKOMUNIKASI,WLD,KELAS,3
394,TE-02-01,23339 - TEA40A3 - KOMUNIKASI OPTIK,WLD,KELAS,3
395,TE-02-02,23252 - TEA3221 - PRAKTIKUM ELEKTRONIKA TELEKOMUNIKASI,WLD,LAB,1
396,TE-02-02,23251 - TEA3223 - ELEKTRONIKA TELEKOMUNIKASI,WLD,KELAS,3
397,TE-03-01,23203 - MAA2213 - MATEMATIKA TEKNIK 2,WLD,KELAS,3
398,DB-01-01,24025 - DBB1213 - TEORI PROBABILITAS,YAN,KELAS,3
399,DB-01-02,24025 - DBB1213 - TEORI PROBABILITAS,YAN,KELAS,3
400,IS-04-04,23799 - ISA1223 - KEPEMIMPINAN DAN KOMUNIKASI INTERPERSONAL,YAN,KELAS,3
401,IT-01-01,23781 - ITA4223 - E-BUSINESS,YAN,KELAS,3
402,IS-01-01,23831 - ISA4212 - KAPITA SELEKTA,YPS,KELAS,2
403,IS-04-01,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,KELAS,3
404,IS-04-01,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,LAB,3
405,IS-04-02,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,KELAS,3
406,IS-04-02,23800 - FIA1214 - ALGORITMA  DAN STRUKTUR DATA,YPS,LAB,3
407,IS-03-03,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,ZAK,KELAS,3
408,IS-03-04,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,ZAK,KELAS,3
409,IS-03-05,23809 - ISA2213 - ANALISIS DAN PERANCANGAN SISTEM INFORMASI,ZAK,KELAS,3
